Sample name,Roof ,Datetime,B,B.rsd,Na,Na.rsd,Mg,Mg.rsd,Al,Al.rsd,Ti,Ti.rsd,V,V.rsd,Cr,Cr.rsd,Mn,Mn.rsd,Fe,Fe.rsd,Co,Co.rsd,Ni,Ni.rsd,Cu,Cu.rsd,Zn,Zn.rsd,As,As.rsd,Sr,Sr.rsd,Mo,Mo.rsd,Cd,Cd.rsd,Ba,Ba.rsd,Pb,Pb.rsd
we3 010919 03,Conventional,1/9/2019 21:42,0.839334224,0,168.4416555,0,34.04778326,0,0,0,0,0,0.04350654,0,0,0,0.260578573,0,0,0,0,0,0,0,0,0,0,4.921108027,0.107708016,0,4.563499609,65.05560986,0,0,0,0,11.91814613,0,0,0
we2 011919 04 ,Eco,1/10/2019 5:30,4.449809864,0,1188.271358,0,609.8094303,0,36.96273768,0,0,0,1.29831167,0,0,0,0,0,12.89039412,0,0,0,0.455176285,0,4.496617251,0,6.306594847,0,0.388921435,0,37.03840323,26.96185295,0.158374434,0,0.029126766,113.4391658,7.715714855,0,0.048306854,0
we2 011119 05 ,Eco,1/11/2019 23:35,5.337297098,0,1171.658296,0,651.185123,0,44.11246878,0,0,114.209783,1.670740466,0,0,0,0,0,15.09687969,0,0,0,0,0,0,0,0,0.161848513,0.426710202,0,43.3724333,16.66157357,0.131545524,0,0,0,9.396975432,0,0,0
we2 011319 06,Eco,1/13/2019 12:20,3.593891811,0,1234.830859,0,701.0437514,0,13.37057376,0,1.196045319,111.3015671,1.845707687,0,0,0,0,4087.710523,17.19419508,0,0,0,0,0,0,0,0,4.005655222,0.437560945,44.97496249,38.02422856,21.26346831,0.122788497,0,0,0,9.884327623,4.417931717,0,0
we3 011619 02 ,Conventional ,1/16/2019 19:30,0.53190388,0,14.08477642,0,29.47616701,0,17.95925223,0,0,0,0,2.163583766,0,0,0,0,10.28004364,0,0.006835619,0,0,0,0,0,25.87754404,0.43966682,0,0,1.423263475,0,0.018453754,0,0.014710619,173.2050808,9.240540648,0,0,0
we2 011619 03 ,Eco,1/16/2019 20:15,0.429863461,330.1577255,1448.95881,1.51357947,642.4162176,0,2.982434406,340.7972066,1.549470112,0,2.046134445,2.651213419,0.142909091,0,0,0,16.5791419,0,0.061978483,0,0,0,0,0,24.63407752,0,0.569206734,14.82077358,37.06170979,0,0.102341375,0,0.003238502,77.66163516,10.91308197,0,0,0
we3 011819 01 ,Conventional ,1/18/2019 16:20,0,0,15.29830041,0,16.37748256,0,8.324489954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.18988529,0,0,0,0,54.87523151,0,0,0.021232624,1.481882428,4.190679918,0,0,0
we3 011819 02 ,Conventional ,1/18/2019 18:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27877338,0,0,0,0,0,0,0,0,2.238413645,5.270643235,0,0,0,54.87523151,0.050942028,0,0.029017141,41.20687333,3.052086402,0,0,0
we2 011819 01 ,Eco,1/18/2019 18:30,0.590503112,598.9616115,1129.393932,2.754184741,450.8183,0,8.197901717,83.45425092,0,4215.594964,2.153053502,12.83083841,0,0,0.144090075,0,19.6628549,0,0.059307651,0,0,0,0,0,15.0656133,0,0.478951807,45.54103375,31.91260632,0,0.060172156,0,0.002682484,83.70463314,7.975067315,0,0,0
we2 011819 02 ,Eco,1/18/2019 20:50,5.399521061,23.5838406,1049.703671,0,435.7301945,0,15.05659091,58.65917511,0.326051788,0,1.996518107,11.34364811,0.014543475,0,0.164412522,0,17.73264555,0,0.048447685,0,0,0,0,0,9.500950383,0,0.317816754,37.05271733,31.46029576,0,0.040949089,0,0,2819.935939,8.87413889,0,0,0
we3 011819 03 ,Conventional ,1/18/2019 21:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272849365,0,0,0,0,0,0,9.988460767,0,0.151593265,0,0,0,0,0,0.007233176,173.2050808,3.548299583,0,0,4.845910003
we2 011819 03 ,Eco,1/18/2019 23:15,5.336389894,79.06793609,963.917706,0,481.2487457,0,5.98966496,190.7947217,0.573431279,0,1.887116947,6.624207698,0.019289829,0,0.065571727,0,17.90030301,0,0.114026112,0,0,0,0,0,7.696254252,0,0.440276472,24.14390515,29.73974253,0,0.058240645,0,0.005603536,11.90609747,7.655059786,0,0,0
we2 011919 04 ,Eco,1/19/2019 4:30,5.291231416,19.19721191,1095.38676,4.123898652,528.2878614,0,21.12164916,44.70580573,0,12445.89237,2.034536984,15.13679868,0.077856207,0,0.132629308,0,17.79444711,0,0.052261683,0,0,0,0,0,7.115225371,0,0.399078463,31.16157415,35.8579229,0,0.022728333,0,0.003196988,78.67254587,9.518439081,0,0,0
we2 012019 05 ,Eco,1/19/2019 9:40,2.90372371,83.27875227,1095.217461,2.115287812,607.3241722,0,10.88603804,122.3622672,1.235407862,0,2.173808473,12.81973369,0.119841491,0,0,0,15.1407869,0,0.116545505,0,0,0,0,0,8.653409259,0,0.429073453,10.44457109,39.90431132,0,0.04992902,0,5.97E-05,361.6083374,10.06343144,0,0,0
we3 012019 01 ,Conventional,1/20/2019 11:30,0,0,53.99283181,0,21.56429698,0,0,0,0,0,0.02799942,152.5397675,0,0,0,0,0.330269492,0,0.00620008,0,0,0,0,0,26.10974637,0,0.035250632,66.61668355,1.407088541,0,0,0,0,0,5.459874341,0,0,33.4787329
we3 012019 01 ,Conventional,1/20/2019 11:30,0,1.197710101,65.21779173,0,0,0,0,0,0.12986032,0,0,0,0,0,0,0,0,0,0,0,0.366599312,0,0.732805482,0,0,0,0,0,0,0,0,29.6653693,0,0,0,0,0.4756721,10.5571357
we2 012019 01 ,Eco,1/20/2019 18:45,7.830133163,76.91625828,1142.206518,2.07139039,620.6258642,0,19.18072084,42.98188728,0.37470088,0,2.102490091,11.72350904,0,0,0,0,14.9106947,0,0.045220872,0,0,0,0,0,4.525514433,0,0.420200608,48.14545367,44.45173931,0,0.057753105,0,0.007608307,26.92445595,10.17727521,0,0,0
we2 012319 02 ,Eco,1/23/2019 4:35,5.152159144,71.40678832,1117.707273,0,688.302523,0,14.43672309,98.60560863,0.192876933,0,2.197828935,3.755002312,0,0,0.084631063,0,14.14296317,0,0.037490676,0,0,0,0,0,7.885227342,0,0.411850279,27.17082473,52.00054555,0,0.109892756,0,0.011126287,36.43938728,10.09169601,0,0,0
we3 020519 01 ,Conventional,2/5/2019 14:35,0,0,668.2039598,0,217.0296134,0,0,0,0,7456.436788,0.076276202,0,0.027760338,251.3666408,1.333451326,0,4.388168079,0,0.057858292,0,0,15.66020174,0,0,55.44764999,0,0.083736618,5.637868982,3.084050406,0,0.050698913,0,0.020954181,0,14.1389074,0,0,0
we3 020919 01 ,Conventional,2/9/2019,0,0,496.9833049,0,125.4108876,0,0,0,0,0,0.125898725,0,0.013822901,201.7145673,1.000691456,0,3.041962549,0,0.204100589,0,0,0,0,0,57.59476431,0,0.059636614,89.18720962,3.954787201,0,0.154565429,0,0.008024858,0,17.5146045,0,0,0
we2 020919 01 ,Eco,2/9/2019 9:20,1.023511036,379.0864515,976.6713831,0,459.1275086,0,3.988818914,62.16369486,0.528018397,0,1.760460295,0,0.124709279,0.250139099,0,0,15.82348585,0,0.072662115,0,0,0,0,0,0,0,0.2889351,24.88073729,33.87518866,0,0.266820841,0,0,0,7.75758991,0,0,0
we3 010919 04 ,Conventional,2/9/2019 16:45,1.085863201,0,209.8365407,0,48.75630399,0,5.744597494,0,0,0,0.008559545,0,0,0,0,0,0,0,0,0,0,0,0,0,9.697401498,0.883678876,0.068908904,0.253950397,1.066557084,7.203091249,0.066745074,0,0,0,15.82781397,0,0,0
we2 021119 02 ,Eco,2/11/2019 2:50,6.696972761,91.41086311,1065.966502,0,479.6006375,0,11.05354044,190.8722078,0.321237208,0,1.598331462,0,0.140614998,19.67421659,0.022091181,0,16.10936034,0,0.049970301,0,0,6.384769342,0,0,0,0,0.528163306,42.94842197,28.00714896,0,0.080329158,0,0,3949.842412,6.455555703,0,0,0
we3 021119 02 ,Conventional,2/11/2019 7:10,0,0,534.7669347,0,93.64865148,0,0,0,0,0,0.013364629,0,0.060734441,6.984562714,0,0,0.650409365,0,0.034556274,0,0,34.70756473,0,0,31.11260132,0,0.008692613,404.639763,2.080928775,0,0.052728608,0,0,0,8.874675915,0,0,0
we3 021119 03 ,Conventional,2/11/2019 18:05,0,0,380.6308228,0,59.47790351,0,2.159058855,274.9675884,0,0,0.032761617,0,0.01813455,383.1830717,0.171788794,0,1.714099708,0,0.025581748,0,0,0,0,0,26.71781058,0,0.060688718,95.61100475,2.172492765,0,0.041417962,0,0.015282322,0,10.3659773,0,0,0
we2 021119 03 ,Eco,2/11/2019 18:55,4.343193544,72.7236522,1137.000189,0,467.16415,0,26.8592432,61.71013366,0.398484395,0,1.94297871,0,0.08969892,80.63010867,0.226156777,0,17.60173118,0,0.057717224,0,0,19.12832988,0,0,0,0,0.484865938,19.40437656,28.0526842,0,0.066263957,0,0.000113619,0,6.894275998,0,0,0
we3 021119 04 ,Conventional,2/11/2019 23:25,0,0,229.91862,0,33.94896627,0,0,0,0,0,0.019035688,0,0,0,0,13427.74538,0.73333764,0,0.001355444,81.88682526,0,111.2219847,0,0,13.57849567,0,0.008378668,415.7277696,2.469822104,0,0.040237376,0,0,0,5.296446704,0,0,21.75376115
we2 021119 04 ,Eco,2/11/2019 23:40,3.200731175,81.23833339,840.0330074,33.02266789,362.6674951,0,9.555033206,256.3520504,0.146527185,0,1.556906306,0,0.170178399,0,0,575.5755763,14.2723699,0,0.066288195,0,0,81.43271825,0,0,0,61.25062645,0.367760957,61.05893539,23.00313449,0,0.086983854,0,0.004775079,0,6.168346286,0,0,4.904735317
we3 021219 05 ,Conventional,2/12/2019 2:10,0,0,187.9054208,0,16.07012817,0,0,0,0,0,0.008663448,0,0.068678572,154.4123413,0,0,0.348709839,0,0.014007449,0,0,0,0,0,1.995206352,0,0.037098694,121.7189759,0.29781371,0,0,0,0,0,3.001204567,0,0,173.1627601
we2 021219 05,Eco,2/12/2019 2:15,1.061841793,177.3547044,939.8503318,0,426.9768951,0,10.17519532,42.94484832,0.146826789,83.85673467,1.630364097,0,0.843871777,0,0,66.63526261,16.94351112,0,0.079012793,0,0,0,0,0,0,0,0.389931482,37.24743793,31.22322355,0,0.112406336,0,0,0,7.368924779,0,0,0
we2 021219 06,Eco,2/12/2019 5:15,1.50215098,154.2158687,1034.404703,0,557.2100271,0,19.42657612,4.248369005,0.180437331,0,1.66877554,0,0.10871949,9.126985543,0,0,14.67489356,0,0.036131928,0,0,0,0,0,0,0,0.493246199,15.76826585,38.64812059,0,0.083374177,0,0.015391775,0,9.609614007,0,0,0
we3 021219 06 ,Conventional,2/12/2019 6:55,0,0,56.76664699,0,12.82930173,0,0,0,0,0,0,0,0.043914161,34.20301377,0,0,0,0,0.061513856,0,0,0,0,0,0.43765673,0,0,0,0.725685012,0,0,0,0,2.204745493,3.86366449,0,0,15.97848092
we2 021219 07,Eco,2/12/2019 8:05,4.667490754,112.5341179,826.0192229,0,397.4077045,0,8.691095105,155.4361284,0.311311294,0,1.545413423,0,0.102501872,0,0.099875625,0,12.36746105,0,0.02610504,0,0,0,0,0,0,0,0.347877059,23.97723215,30.12753828,0,0.104914274,0,0,0,6.447375275,0,0,0
we3 021219 07 ,Conventional,2/12/2019 9:40,0,0,158.8663959,0,13.80973274,0,0,0,0,0,0,1029.755013,0,0,0.040021029,0,0.300881296,0,0.017976103,0,0,83.20713323,0,0,4.537135657,0,0.0114502,330.9556765,0.204593724,0,0,0,0,40261.35992,4.23403163,0,0,0
we2 021219 08,Eco,2/12/2019 10:20,0,0,906.9118069,0,428.748003,0,18.13519433,109.7584899,0.959308454,0,1.748765492,0,0.151080635,0,0.366633017,0,12.907764,0,0.093012043,0,0,0,0,0,0,0,0.415874732,13.85691121,31.79685121,0,0.068641585,0,0.002269857,0,7.502654837,0,0,0
we2 021219 09,Eco,2/12/2019 15:25,2.560875728,169.0923875,947.4273368,0,496.6597369,0,10.43091914,124.3300516,0,0,1.914124512,0,0.127449402,14.76276367,0.580645194,0,15.33019045,0,0.069464974,0,0,0,0,0,0,3.578376457,0.27607315,70.18526711,30.24646617,0,0.126310727,0,0.002829165,233.094291,8.437413041,0,0,19.08686886
we2 021319 10 ,Eco,2/13/2019 8:35,8.385856483,35.7486889,972.5799227,0,598.4902198,0,10.80988183,118.463843,1.181668582,0,1.755699996,0,0.141139394,5.539101898,0.169495488,0,13.78074361,0,0.031269594,0,0,0,0,0,0,0,0.240964459,48.86612092,40.18097165,0,0.113087215,0,0,213.6812294,9.711153669,0,0,0
we3 021419 01 ,Conventional,2/14/2019 10:30,0,0,17.54945336,3.104476217,16.40797245,0,0,0,0,0,0.045733953,0,0.110322466,0,0.393626718,0,0.439506403,0,3.542924348,0,0,23.82006658,0,0,18.54805748,0,0.023582469,83.13109714,1.137073406,0,0.014814866,0,0,0,7.3955049,0,0,0
we2 021419 01,Eco,2/14/2019 15:30,3.80569038,69.55758809,731.7447608,0,609.6704961,0,28.70012635,37.35359483,0.937017553,0,1.689258557,0,0,0,0.254447552,0,9.880138597,0,1.083502123,0,0,0,0,0,0,0,0.322638523,31.1771554,43.08559185,0,0.054911139,0,0,466.1608724,9.410469501,0,0,0
we2 021519 02 ,Eco,2/15/2019 19:30,2.245812815,167.9112731,784.8408518,0,640.331913,0,8.36326342,248.1435919,0,0,1.867524805,0,0,134.9306322,0.134808112,0,10.68126474,0,2.411819516,0,0,0,0,0,0.030272882,0,0.458111604,21.29710631,39.41429445,0,0.029230322,0,0,0,9.313094581,0,0,0
we3 021919 01 ,Conventional,2/19/2019 21:30,0,0,310.1242223,0,50.95992486,0,0,0,0,0,0.101838265,20.07371858,0.007389975,0,0,0,1.276239752,0,0.144670957,0,0,0,0,0,18.4166641,0,0.020531742,197.7218627,2.433215977,0,0.077958978,0,0,0,9.566795573,0,0,0
we2 022019 01 ,Eco,2/20/2019 17:10,1.326633338,247.2564953,925.5485391,0,643.860623,0,8.632244779,120.2713205,0.379465058,0,1.851997563,0,0.376044882,0,0.145141556,0,13.38721308,0,0.232351373,0,0,0,0,0,0,5.973897844,0.481838567,6.832899705,41.04682926,0,0.066800346,0,0.002059448,0,10.96076086,0,0,24.29076515
we3 022219 01 ,Conventional,2/22/2019 18:15,3.059924637,131.3219701,682.6440157,0,92.82944032,0,0,0,0,0,0.056213286,49.90156248,0,453.7428491,0.566759816,0,0.874375598,0,0.154149551,0,0,0,0,0,40.6361184,1.863670355,0.047334958,0,3.03148382,0,0.046784233,0,0.010082404,0,12.65797761,0,0,0
we2 022319 01,Eco,2/23/2019 15:10,2.92218062,216.257296,1321.594488,0,549.1492199,0,13.40240786,182.2702623,0.041813762,679.4015328,1.78183741,7.928941271,0,545.3902659,0.399213131,0,16.14004661,0,0.089923039,0,0,0,0,0,0,4.550914252,0.39855077,0,36.57433022,0,0.109904431,0,0,0,9.942221497,0,0,0
we3 022419 02 ,Conventional,2/24/2019 2:00,0,0,170.6047112,0,25.6989238,0,0,0,0,0,0.049345255,70.87641915,0.140505193,0,0.043001276,86.76224799,2.722216419,0,0.008140662,0,0,0,0,0,14.33843201,7.823808719,0.285990407,0,1.409764595,0,0,0,0.007933606,0,6.170813106,0,0,13.23887471
we2 022419 02,Eco,2/24/2019 5:30,0.870228328,174.0075511,915.2637477,0.845426034,521.1505388,0,26.64683498,111.361912,0.175442238,0,1.997790577,4.231695813,0.005533091,0,0,0,14.53245323,0,0.265169586,0,0,0,0,0,0,6.1718283,0.365937957,0,37.66061153,0,0.039308574,0,0,0,9.223963443,0,0,0
we3 030819 01 ,Conventional,3/8/2019 17:35,1.159163934,313.2179959,78.52943747,0,34.63917837,0,0,0,0,11982.00502,0.058924897,25.61829755,0,0,0,0,1.286922707,0,0,0,0,0,0,0,0,0,0.023240529,51.58840288,0.203245155,0,0.033106751,0,0,0,7.723582506,0,0,0
we2 031219 01 ,Eco,3/12/2019 15:55,3.857754709,58.46424196,937.6575601,0,433.5305354,0,31.03310028,75.58628997,0.736601722,,2.609213207,7.090945229,0.173973303,0,0.172019619,0,15.95466392,0,0.005326419,0,0,0,0,0,0,0,0.439338945,0,29.61129012,0,0.108387297,0,0,0,7.693356415,0,0,0
we2 040619 01 ,Eco,4/6/2019 9:35,5.190662507,0,1103.08173,0,381.2822697,0,68.34298778,0,1.634345816,0,2.104331302,0,0,0,0,25.03182535,32.62388756,0,0.262648414,0,0,0,0,0,0,0,0.823410327,0,31.90941926,0,0.028272595,0,0,0,6.68720347,0,0,0
we3 040619 03,Conventional ,4/6/2019 10:15,0,0,117.7835362,0,33.11930262,0,0,0,0,0,0.025724034,0,0,0,0,19.27808827,0,0,0.101106601,0,0.46303173,0,0.368144051,0,35.41428325,4.912297002,0,0,1.51895843,110.3089314,0.024547669,0,0,0,4.756862564,0,0,0
we2 040719 01 ,Eco,4/6/2019 22:55,4.628916072,0,1046.77544,0,597.213048,0,12.40157845,0,2.31505985,0,2.185573659,0,0,0,0,0,24.96727874,0,0.099450863,0,0,0,0,0,0,0.214352156,0.627076511,0,42.1451297,0,0,0,0,0,13.08594095,0,0,0
we3 040719 04 ,Conventional ,4/7/2019 2:10,0.319476717,0,146.890838,0,19.90066584,0,0,0,0,0,0,33.08283656,0,0,0,0,0,0,0,0,0.911556794,0,0.096653379,0,29.86177402,5.761833695,0.022725022,0,2.565410507,22.81834187,0,0,0.007433707,173.2050808,3.098410154,0,0,0
we2 040819 02 ,Eco,4/8/2019 5:50,4.334518911,0,1065.87544,0,580.7124076,0,15.84216552,0,2.789963714,0,2.273720549,0,0,0,0,0,23.6686024,0,0.071767611,0,0,0,0,0,0,0,0.413864213,0,43.76069533,0,0.058822439,0,0,0,12.7209476,0,0,0
we3 040819 01 ,Conventional ,4/8/2019 7:20,0,0,0,0,18.07823241,0,0,0,0.29464177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067057232,0.294110014,0.327691898,0,0.047151053,0,0,0,8.990181642,0,0,0
we2 040919 03 ,Eco,4/9/2019 6:45,5.312020716,0,1382.060782,0,568.3556574,0,42.55542417,0,1.38904059,0,2.66653277,0,0,0,0,13.62200368,31.7100945,0,0.176639537,0,0,0,0,0,0,0,0.484079778,0,39.78480766,0,0,0,0,0,10.98104035,0,0,0
we3 041519 01 ,Conventional ,4/15/2019 15:45,0.721781758,0,383.2579026,0,105.6932218,0,0,0,0,115.8605352,0.183449913,41.86898179,0,0,1.777863585,0,4.177570377,0,0.244434564,0,0,0,0,0,47.14225345,0,0.139993342,0.019003402,3.480998552,31.21182831,0.083687757,0,0.022247953,100.6759552,11.60654854,0,0,0
we2 041619 01 ,Eco,4/16/2019 6:40,3.347108771,0,1015.238336,0,551.4302509,0,37.31807494,0,3.203365098,7.360486585,2.499394419,0,0,0,0,0,26.16398403,0,0.114666401,0,0,0,0,0,18.6971089,0,0.451330744,0,39.7447927,25.67741677,0.00638009,0,0,0,9.446545577,0,0,2.34406316
we3 041919 01 ,Conventional,4/19/2019 14:35,0.215268852,0,68.62734439,0,102.4796512,0,0,0,0.460392758,122.0368398,0.180357445,0,0,0,0,0,0,0,0.053954726,0,0,0,0,0,156.3697194,0,0,0,4.919312118,27.84554902,0.037761058,0,0.027739072,110.7283465,19.36837809,0,0,6.344483854
we3 041919 02 ,Conventional,4/19/2019 20:45,2.236980666,0,266.8138059,0,193.5847759,0,0,0,0,0,0.242366282,10.73960674,0,0,14.86015421,0,11.84944172,0,0.198209836,0,0,0,0,0,199.120949,0,0.323572358,0,8.432091672,14.87474333,0.115937266,0,0.058420853,41.642115,43.67717341,0,0,0
we3 051419 01 ,Conventional ,5/14/2019 5:45,26.381298,0,12762.06763,0,4382.345063,0,91.75866955,0,0,0,0.488482342,0,0.688895121,0,395.7219413,0,276.7960648,0,2.32594829,0,16.83724267,0,98.66308989,0,897.5798185,0,1.59080404,0,83.50689409,17.26426396,3.586041585,0,0.284446178,15.00595821,386.3783765,0,0,0
we3 051419 02 ,Conventional ,5/14/2019 7:40,8.284341387,0,1544.645921,0,735.1228821,0,33.32763198,0,0,0,1.422680639,0,0,0,106.9481102,0,70.67541185,0,1.478526274,0,0.983985819,0,9.367352461,0,487.5263905,0,0.558920574,0,32.1796873,8.914313141,0.764859743,0,0.202013686,11.63495643,114.080387,0,0,0
we3 051419 03 ,Conventional ,5/14/2019 9:20,2.670509217,0,459.1757471,0,206.1287821,0,30.20559095,0,0,0,1.063394724,0,0,0,31.20765702,0,19.53665951,0,1.198564463,0,0,0,0,0,170.9708391,0,0.135722187,0.071877121,9.309819616,6.298875645,0.385935436,0,0.020212859,82.71531305,40.98349588,0,0,0
we3 051519 04 ,Conventional ,5/15/2019 1:05,4.829824623,0,607.6922304,0,552.3463712,0,31.23062247,0,0.493146925,0,0.604345335,0,0,0,219.4072578,0,154.6071557,0,2.319323201,0,1.04128444,0,7.975012003,0,278.0069818,0,0.605988374,0,31.3953638,20.89761963,1.137484551,0,0.10443554,13.45433431,107.3237068,0,0,0
we3 051519 01 ,Conventional ,5/15/2019 16:20,0.123779022,0,140.4890743,0,64.90510446,0,0,0,0,14.54113968,0.276425491,0,0,0,10.06080309,0,1.716505612,0,0.29179712,0,0,0,0,0,56.83909051,0,0.142955547,0,4.713508943,35.52816129,0.075531632,0,0.020670904,96.01986696,23.32185706,0,0,7.944919491
we3 051519 02 ,Conventional ,5/15/2019 17:05,0,0,136.0252826,0,32.92678333,0,0,0,0,0,0.366022798,0,0,0,1.580872154,0,0,0,0.035297646,0,0,0,0,0,40.30127141,0,0,0,3.158918925,76.87571977,0.041372937,0,0,0,14.40633069,0,0,0
we3 051519 03 ,Conventional ,5/15/2019 17:50,0.280208756,0,241.7752326,0,74.04537758,0,0,0,0,0,0.167377938,0,0,0,36.99363472,0,85.62629968,0,0.324142475,0,0,0,0,0,78.49874817,0,0.171933869,4.777491904,4.23858801,61.76536829,0.322068648,0,0,169.910651,28.60522014,0,0,0
we2 051819 01 ,Eco,5/18/2019 10:42,4.221501154,0,1987.622036,0,215.06032,0,1.721981743,0,0,0,1.651210667,0,0,0,9.693034735,0,0,0,0,0,0,0,0,0,881.4934459,12.90462785,0.603199361,0,50.10287347,10.81176501,0.078500637,0,0,83.58460338,10.83402021,0,0,3.511113558
we3 051819 01,Conventional ,5/18/2019 18:20,7.836147669,0,840.6904355,0,433.6486289,0,0,0,0,0,0.258810182,0,0,0,137.8415324,0,637.6617644,0,1.75912668,0,0,0,0,0,229.7891169,0,0.902795423,0,16.92193946,12.60388018,0.867151048,0,0.737771933,0,86.16071277,0,0,0
we3 051819 02 ,Conventional ,5/18/2019 19:10,0.924875631,0,9.890754977,0,46.44929848,0,0,0,0,0,0.08718699,0,0,5.733949771,4.429791521,0,10.42074312,0,0,0,0,0,0,0,16.42195755,0.842750662,0.128192427,86.60254038,1.891731028,90.01560146,0.031630132,0,0.002720115,39.45636616,16.20299557,0,0,0
we3 518-1919 03,Conventional ,5/18/2019 21:45,0.630414491,0,46.1719905,0,25.69085063,0,0,0,0,0,0.171215595,25.63342688,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37782824,0.236282387,50.07809239,2.274240162,54.84976089,0.080218672,0,0,170.1285603,9.154715334,0,0,0
we3 518-1919 04,Conventional ,5/18/2019 22:30,0.630414491,0,46.1719905,0,25.69085063,0,0,0,0,0,0.171215595,25.63342688,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37782824,0.236282387,50.07809239,2.274240162,54.84976089,0.080218672,0,0,170.1285603,9.154715334,0,0,0
we3 518-1919 05,Conventional ,5/18/2019 22:50,0.630414491,0,46.1719905,0,25.69085063,0,0,0,0,0,0.171215595,25.63342688,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37782824,0.236282387,50.07809239,2.274240162,54.84976089,0.080218672,0,0,170.1285603,9.154715334,0,0,0
we3 051919 06,Conventional ,5/18/2019 23:05,0,0,39.19742053,0,35.83557393,0,0,0,0,0,0.154655487,0,1.038719747,0,2.614447097,0,8.463316376,0,0,0,0,0,0,0,0,13.57208998,0.289418671,0,1.17019436,90.77116629,0.27111776,0,0,69.40870156,10.95426543,0,0,0
we3 051919 07,Conventional ,5/18/2019 23:10,0,0,39.19742053,0,35.83557393,0,0,0,0,0,0.154655487,0,1.038719747,0,2.614447097,0,8.463316376,0,0,0,0,0,0,0,0,13.57208998,0.289418671,0,1.17019436,90.77116629,0.27111776,0,0,69.40870156,10.95426543,0,0,0
we3 051919 08,Conventional ,5/18/2019 23:20,0,0,39.19742053,0,35.83557393,0,0,0,0,0,0.154655487,0,1.038719747,0,2.614447097,0,8.463316376,0,0,0,0,0,0,0,0,13.57208998,0.289418671,0,1.17019436,90.77116629,0.27111776,0,0,69.40870156,10.95426543,0,0,0
we3 051919 09,Conventional ,5/18/2019 23:35,0,0,39.19742053,0,35.83557393,0,0,0,0,0,0.154655487,0,1.038719747,0,2.614447097,0,8.463316376,0,0,0,0,0,0,0,0,13.57208998,0.289418671,0,1.17019436,90.77116629,0.27111776,0,0,69.40870156,10.95426543,0,0,0
we3 051919 10,Conventional ,5/18/2019 23:45,0,0,39.19742053,0,35.83557393,0,0,0,0,0,0.154655487,0,1.038719747,0,2.614447097,0,8.463316376,0,0,0,0,0,0,0,0,13.57208998,0.289418671,0,1.17019436,90.77116629,0.27111776,0,0,69.40870156,10.95426543,0,0,0
we3 051919 11,Conventional ,5/19/2019 0:05,0,0,60.97250904,0,14.96673693,0,0,0,0,0,0.248120026,22.31498713,0,0,0.040347386,0,0,0,0,0,0,0,0,0,0,11.99765668,0.015769907,86.60254038,1.052388154,100.9538173,0.054295241,0,0,83.55288369,7.15693892,0,0,0
we3 051919 12,Conventional ,5/19/2019 0:25,0,0,60.97250904,0,14.96673693,0,0,0,0,0,0.248120026,22.31498713,0,0,0.040347386,0,0,0,0,0,0,0,0,0,0,11.99765668,0.015769907,86.60254038,1.052388154,100.9538173,0.054295241,0,0,83.55288369,7.15693892,0,0,0
we3 051919 13,Conventional ,5/19/2019 0:35,0,0,60.97250904,0,14.96673693,0,0,0,0,0,0.248120026,22.31498713,0,0,0.040347386,0,0,0,0,0,0,0,0,0,0,11.99765668,0.015769907,86.60254038,1.052388154,100.9538173,0.054295241,0,0,83.55288369,7.15693892,0,0,0
we3 051919 14,Conventional ,5/19/2019 0:45,0,0,60.97250904,0,14.96673693,0,0,0,0,0,0.248120026,22.31498713,0,0,0.040347386,0,0,0,0,0,0,0,0,0,0,11.99765668,0.015769907,86.60254038,1.052388154,100.9538173,0.054295241,0,0,83.55288369,7.15693892,0,0,0
we3 051919 15,Conventional ,5/19/2019 0:55,0,0,60.97250904,0,14.96673693,0,0,0,0,0,0.248120026,22.31498713,0,0,0.040347386,0,0,0,0,0,0,0,0,0,0,11.99765668,0.015769907,86.60254038,1.052388154,100.9538173,0.054295241,0,0,83.55288369,7.15693892,0,0,0
we3 051919 16,Conventional ,5/19/2019 1:00,0,0,3.896119516,0,10.47375526,0,0,0,0,0,0.117419941,65.9119833,0,0,0.212538891,0,0,0,0,0,0,0,0,0,0,5.878608089,0.137657361,26.63205059,0.723972732,86.63473117,0,0,0,170.1285603,5.564469476,0,0,0
we3 051919 17,Conventional ,5/19/2019 1:10,0,0,3.896119516,0,10.47375526,0,0,0,0,0,0.117419941,65.9119833,0,0,0.212538891,0,0,0,0,0,0,0,0,0,0,5.878608089,0.137657361,26.63205059,0.723972732,86.63473117,0,0,0,170.1285603,5.564469476,0,0,0
we3 051919 18,Conventional ,5/19/2019 1:25,0,0,3.896119516,0,10.47375526,0,0,0,0,0,0.117419941,65.9119833,0,0,0.212538891,0,0,0,0,0,0,0,0,0,0,5.878608089,0.137657361,26.63205059,0.723972732,86.63473117,0,0,0,170.1285603,5.564469476,0,0,0
