datetime,airtemp.c,rh.percent,ws_ms,winddir_deg
7/10/2018 11:45,21.66,51.75,0.388,55.6
7/10/2018 12:00,21.65,51.91,0.788,178.3
7/10/2018 12:15,21.53,52.08,1.575,143.5
7/10/2018 12:30,21.7,51.62,1.038,101.5
7/10/2018 12:45,22.27,49.43,0.263,80.9
7/10/2018 13:00,22.15,49.81,1.338,310.9
7/10/2018 13:15,22.17,50.36,1.313,317.1
7/10/2018 13:30,21.96,50.12,0.675,256
7/10/2018 13:45,22.21,51.75,2.275,286
7/10/2018 14:00,23,47.63,1.188,3.969
7/10/2018 14:15,23.52,46.1,1.15,302.9
7/10/2018 14:30,24.12,44.59,1.975,303.6
7/10/2018 14:45,23.38,46.21,1.613,204.2
7/10/2018 15:00,24.2,44.19,2.425,287.3
7/10/2018 15:15,24.5,43.58,1.863,296.8
7/10/2018 15:30,24.02,44.97,2.138,282.4
7/10/2018 15:45,24.2,45.64,3.2,262
7/10/2018 16:00,24.22,45.62,3.462,287.5
7/10/2018 16:15,24.1,45.13,3.475,246
7/10/2018 16:30,25.02,43.58,2.788,309.2
7/10/2018 16:45,25.14,42.32,3,291.7
7/10/2018 17:00,24.88,43.03,3.875,348.8
7/10/2018 17:15,24.15,45.34,3.788,267.5
7/10/2018 17:30,24.24,46.27,3.575,332.7
7/10/2018 17:45,23.98,47.77,2.95,313
7/10/2018 18:00,24.5,46.01,2.95,281.8
7/10/2018 18:15,24.28,48.81,3.562,290.4
7/10/2018 18:30,24.52,47.89,1.775,300.7
7/10/2018 18:45,23.69,48.17,4.775,309.5
7/10/2018 19:00,23.69,48.6,4.312,287.8
7/10/2018 19:15,23.85,49.64,3.288,329.4
7/10/2018 19:30,23.2,50.79,3.688,295
7/10/2018 19:45,23.1,52.8,2.963,295
7/10/2018 20:00,22.54,55.74,2.6,314.5
7/10/2018 20:15,22.16,56.89,2.625,288.8
7/10/2018 20:30,21.72,58.67,2.788,293
7/10/2018 20:45,21.23,62.39,2.488,281.5
7/10/2018 21:00,20.65,64.76,3.063,260.7
7/10/2018 21:15,20.41,65.76,2.375,282.5
7/10/2018 21:30,20.01,68.15,2.213,303.6
7/10/2018 21:45,19.65,69.83,2.4,297.5
7/10/2018 22:00,19.39,71.59,2.638,280
7/10/2018 22:15,19.06,73.68,1.425,284.3
7/10/2018 22:30,18.83,73.92,5.212,275.1
7/10/2018 22:45,18.63,75.22,2.913,305.6
7/10/2018 23:00,18.44,76.12,2.988,289.9
7/10/2018 23:15,18.25,77.42,3.475,264.2
7/10/2018 23:30,18.11,78.51,2.163,290.7
7/10/2018 23:45,17.97,79.28,1.463,272.7
7/11/2018 00:00,17.85,79.97,3.562,290.9
7/11/2018 00:15,17.83,80.6,2.75,298.7
7/11/2018 00:30,17.69,81,2.3,293.8
7/11/2018 00:45,17.6,81.3,3.388,305.7
7/11/2018 01:00,17.57,81.2,2.875,271.5
7/11/2018 01:15,17.49,80.7,2.663,305
7/11/2018 01:30,17.45,80.3,2.638,310.5
7/11/2018 01:45,17.34,80.8,2.475,292.4
7/11/2018 02:00,17.21,80.5,2,311.4
7/11/2018 02:15,17.11,80.7,2.138,288.7
7/11/2018 02:30,16.99,81.2,2.888,50.44
7/11/2018 02:45,17.01,81.3,3.375,294.2
7/11/2018 03:00,16.87,81.4,3.063,287.9
7/11/2018 03:15,16.79,80.8,3.275,313.7
7/11/2018 03:30,16.54,82.2,2.188,279.1
7/11/2018 03:45,16.42,83.8,1.525,285.8
7/11/2018 04:00,16.37,83.8,2.337,312.1
7/11/2018 04:15,16.25,84.1,2.35,292.8
7/11/2018 04:30,16.05,84.8,2.7,268.2
7/11/2018 04:45,15.93,85.6,2.4,314
7/11/2018 05:00,15.91,85.7,3.063,307.8
7/11/2018 05:15,15.71,86.3,1.825,309.2
7/11/2018 05:30,15.65,84.9,3.338,305.6
7/11/2018 05:45,15.61,84.6,3.413,322
7/11/2018 06:00,15.57,85.5,2,305.4
7/11/2018 06:15,15.67,83.9,3.663,297.2
7/11/2018 06:30,15.71,83.2,2.213,323.6
7/11/2018 06:45,15.79,83.2,1.563,316
7/11/2018 07:00,15.97,82.3,2.175,312.1
7/11/2018 07:15,15.99,82.6,2.138,311.4
7/11/2018 07:30,16.05,81.9,3.275,315.9
7/11/2018 07:45,16.45,80.7,1.463,233.1
7/11/2018 08:00,16.53,79.31,3.063,283.2
7/11/2018 08:15,16.87,76.29,2.613,320.3
7/11/2018 08:30,17.53,74.02,1.888,326.8
7/11/2018 08:45,18.11,71.99,2.1,320.7
7/11/2018 09:00,18.63,69.73,2.388,322
7/11/2018 09:15,19.08,67.04,2.55,328.5
7/11/2018 09:30,19.34,65.17,2.4,267.6
7/11/2018 09:45,19.61,63.17,2.825,298.2
7/11/2018 10:00,20.46,56.95,2.9,324.1
7/11/2018 10:15,20.87,54.96,3.9,305
7/11/2018 10:30,20.91,54.32,2.95,330.1
7/11/2018 10:45,21.35,53.39,3.338,317.1
7/11/2018 11:00,22.17,50.66,2.288,266
7/11/2018 11:15,22.71,50.37,2.863,317.7
7/11/2018 11:30,23.32,49.05,3.35,319
7/11/2018 11:45,23.45,47.75,3,301.6
7/11/2018 12:00,23.9,47.62,3,295.8
7/11/2018 12:15,24.84,45.25,3.413,294.8
7/11/2018 12:30,25.18,45.07,4.938,310.8
7/11/2018 12:45,25.92,42.18,4.088,314.8
7/11/2018 13:00,26.44,40.54,4.375,306.9
7/11/2018 13:15,26.87,40.5,3.813,333.6
7/11/2018 13:30,27.02,38.92,4.487,313.6
7/11/2018 13:45,27.97,36.33,3.338,320.5
7/11/2018 14:00,28.23,37.43,4.088,335.8
7/11/2018 14:15,28.61,35.88,5.013,314.7
7/11/2018 14:30,28.43,34.31,4.6,295.6
7/11/2018 14:45,28.57,34.86,4.025,282.2
7/11/2018 15:00,28.95,33.03,3.5,292.3
7/11/2018 15:15,28.8,32.29,5.325,296.7
7/11/2018 15:30,28.72,33.52,5.575,337.6
7/11/2018 15:45,28.85,33.54,5.45,305.8
7/11/2018 16:00,28.87,33.42,5.6,324.6
7/11/2018 16:15,29.42,32.38,5.313,337.3
7/11/2018 16:30,29.2,33.38,5.987,316.2
7/11/2018 16:45,29.55,33.47,3.875,175.9
7/11/2018 17:00,29.17,34.14,6.475,309.1
7/11/2018 17:15,29.52,33.54,5.037,330.2
7/11/2018 17:30,29.03,33.76,5.5,316.4
7/11/2018 17:45,28.99,35.05,5.8,286.3
7/11/2018 18:00,28.83,34.42,5.638,287.3
7/11/2018 18:15,28.67,34.9,6.038,298.4
7/11/2018 18:30,28.47,34.58,4.1,323.3
7/11/2018 18:45,28.55,34.26,4.837,319.2
7/11/2018 19:00,28.37,32.35,4.638,323.5
7/11/2018 19:15,28.23,35.56,3.588,312.6
7/11/2018 19:30,28.09,36.8,3.575,311.5
7/11/2018 19:45,27.81,38.01,3.075,4.278
7/11/2018 20:00,27.41,39.32,2.913,278.7
7/11/2018 20:15,26.98,39.94,3.087,300.9
7/11/2018 20:30,26.58,40.68,3.263,322.4
7/11/2018 20:45,26.22,40.51,3.625,283.9
7/11/2018 21:00,25.86,41.13,3.788,309.2
7/11/2018 21:15,25.6,41.53,3.363,322.8
7/11/2018 21:30,25.3,41.89,3.1,233.1
7/11/2018 21:45,24.8,44.67,2.55,278.3
7/11/2018 22:00,24.24,50.82,2.1,272.6
7/11/2018 22:15,23.97,52.34,3.163,271.7
7/11/2018 22:30,23.66,52.88,1.95,269.7
7/11/2018 22:45,23.44,52.58,2.95,282.9
7/11/2018 23:00,23.3,52.34,2.275,245
7/11/2018 23:15,23.1,52.6,2.5,291.4
7/11/2018 23:30,22.85,53.81,2.788,281.8
7/11/2018 23:45,22.6,55.16,2.888,257.6
7/12/2018 00:00,22.34,56.03,2.875,320.5
7/12/2018 00:15,22.24,55.86,2.35,311.4
7/12/2018 00:30,22.04,55.44,3.038,300.2
7/12/2018 00:45,21.91,56.57,3,313.1
7/12/2018 01:00,21.7,57.19,2.363,286.2
7/12/2018 01:15,21.48,57.71,3.338,284.9
7/12/2018 01:30,21.24,58.63,2.313,267.7
7/12/2018 01:45,21.07,59.33,2.975,306.1
7/12/2018 02:00,20.89,60.21,2.575,311.9
7/12/2018 02:15,20.66,60.85,2.35,316.2
7/12/2018 02:30,20.39,62.11,1.45,285.7
7/12/2018 02:45,20.15,62.64,2.337,299.7
7/12/2018 03:00,20.11,62.62,2.238,277.4
7/12/2018 03:15,19.98,62.94,1.65,286.9
7/12/2018 03:30,19.71,64.2,1.488,266.2
7/12/2018 03:45,19.54,64.46,1.725,313
7/12/2018 04:00,19.44,65.22,1.425,271.9
7/12/2018 04:15,19.21,66.48,1.238,286.9
7/12/2018 04:30,19.17,67.26,1.238,285.9
7/12/2018 04:45,18.79,69.17,0.625,297.1
7/12/2018 05:00,18.49,70.77,0.513,299.5
7/12/2018 05:15,18.37,71.09,1.675,280.7
7/12/2018 05:30,18.19,72.62,0.425,197.6
7/12/2018 05:45,18.13,72.92,1.763,319.2
7/12/2018 06:00,18.35,72.05,0.5,280.2
7/12/2018 06:15,18.64,70.65,0.488,267.4
7/12/2018 06:30,18.94,69.15,0.938,316.6
7/12/2018 06:45,19.2,68.21,0.75,288.3
7/12/2018 07:00,19.37,67.09,2.188,302.5
7/12/2018 07:15,19.66,66.36,1.113,306.4
7/12/2018 07:30,20.04,64.62,2.238,314
7/12/2018 07:45,20.12,63.94,1.3,333.6
7/12/2018 08:00,20.24,63.57,3.013,311.6
7/12/2018 08:15,20.8,61.86,2.475,331.8
7/12/2018 08:30,21.36,59.72,1.238,323.9
7/12/2018 08:45,21.24,60.99,2.413,292.6
7/12/2018 09:00,21.46,60.05,2.613,302.8
7/12/2018 09:15,22.14,57.42,1.588,301.2
7/12/2018 09:30,22.74,54.42,2.075,316.6
7/12/2018 09:45,23.01,54.63,1.8,299.7
7/12/2018 10:00,23.68,51.92,2.6,58.75
7/12/2018 10:15,24.82,49.95,1.938,287.4
7/12/2018 10:30,25.06,49.23,2.288,262.3
7/12/2018 10:45,25.3,46.34,2.838,290.4
7/12/2018 11:00,25.78,46.59,2.663,320.1
7/12/2018 11:15,26.12,46.45,3.425,340.9
7/12/2018 11:30,27.13,45.33,3.575,298.1
7/12/2018 11:45,27.25,44.38,3.775,307.4
7/12/2018 12:00,27.89,42.81,3.087,325.6
7/12/2018 12:15,28.43,41.79,3.837,339.6
7/12/2018 12:30,29.05,40.41,2.65,308.6
7/12/2018 12:45,29.45,40.01,2.75,196
7/12/2018 13:00,30.66,37.77,2.413,325.2
7/12/2018 13:15,30.62,37.54,4.325,323.1
7/12/2018 13:30,31,35.84,3.863,312.4
7/12/2018 13:45,31.51,33.12,4.475,271
7/12/2018 14:00,32.31,31.13,4.312,293.3
7/12/2018 14:15,32.61,31.21,4.287,291.4
7/12/2018 14:30,32.77,30.54,4.388,296
7/12/2018 14:45,33.47,28.62,5,297.7
7/12/2018 15:00,33.47,26.52,4.225,321.7
7/12/2018 15:15,33.47,25.74,5.4,323
7/12/2018 15:30,33.85,23.71,6.413,330
7/12/2018 15:45,33.77,24.01,4.775,322.3
7/12/2018 16:00,33.97,24.56,4.287,308.8
7/12/2018 16:15,34.14,24.05,5.663,303.8
7/12/2018 16:30,33.63,23.82,4.9,310.7
7/12/2018 16:45,33.88,24.01,4.275,265.4
7/12/2018 17:00,33.83,23.54,4.025,310.2
7/12/2018 17:15,33.71,24.07,4.862,305.1
7/12/2018 17:30,33.71,23.52,5.75,312.1
7/12/2018 17:45,33.55,24.31,5.812,300.6
7/12/2018 18:00,33.35,24.66,3.75,333.4
7/12/2018 18:15,33.13,24.71,5.688,323.2
7/12/2018 18:30,33,25.27,3.963,286.9
7/12/2018 18:45,32.75,25.54,3.588,305.1
7/12/2018 19:00,32.63,26.26,4.312,314.3
7/12/2018 19:15,32.29,26.9,4.45,271.2
7/12/2018 19:30,31.96,26.84,4.35,311
7/12/2018 19:45,31.74,27.46,3.238,293.7
7/12/2018 20:00,31.3,28.06,2.45,282.6
7/12/2018 20:15,30.78,28.6,3.087,272.1
7/12/2018 20:30,30.3,29.44,1.45,284.2
7/12/2018 20:45,29.35,36.1,2.712,275.5
7/12/2018 21:00,28.67,39.45,2.025,322.8
7/12/2018 21:15,28.17,40.69,1.9,291.5
7/12/2018 21:30,27.77,41.89,1.775,236.8
7/12/2018 21:45,27.33,43.25,1.813,296.5
7/12/2018 22:00,26.67,45.47,1.263,277.1
7/12/2018 22:15,26.16,47.73,1.7,296.5
7/12/2018 22:30,25.65,50.04,1.375,311.2
7/12/2018 22:45,25.16,52.04,1.825,272.8
7/12/2018 23:00,24.86,53.72,2.163,294.8
7/12/2018 23:15,24.54,54.68,1.613,286.7
7/12/2018 23:30,24.24,55.32,0.6,294.7
7/12/2018 23:45,24.06,55.98,1.013,263.8
7/13/2018 00:00,23.62,58.22,1.388,276.4
7/13/2018 00:15,23.1,60.51,0.625,287.8
7/13/2018 00:30,22.85,61.25,0.675,283.8
7/13/2018 00:45,22.7,60.37,2,291.5
7/13/2018 01:00,22.48,60.87,1.475,294.5
7/13/2018 01:15,22.29,59.86,1.675,309.7
7/13/2018 01:30,21.96,60.09,0.888,281.2
7/13/2018 01:45,21.72,60.67,1.025,289.1
7/13/2018 02:00,21.3,61.95,1.013,283.7
7/13/2018 02:15,20.92,62.07,0.7,287.4
7/13/2018 02:30,20.76,61.36,1.563,291.1
7/13/2018 02:45,20.62,60.95,1.5,275.7
7/13/2018 03:00,20.24,61.83,1.125,274.4
7/13/2018 03:15,20.05,62.55,0,275.4
7/13/2018 03:30,19.58,63.28,0.775,298.5
7/13/2018 03:45,19.24,64.16,0,265.7
7/13/2018 04:00,19.24,62.94,0.55,255.9
7/13/2018 04:15,18.84,64.45,1.363,297.2
7/13/2018 04:30,18.48,66.05,0.313,279.6
7/13/2018 04:45,18.38,66.09,0,284.5
7/13/2018 05:00,17.88,68.05,0.238,289.5
7/13/2018 05:15,17.84,68.17,0,278.6
7/13/2018 05:30,17.08,70.4,0,255.4
7/13/2018 05:45,17.17,69.48,0.263,290.5
7/13/2018 06:00,17.3,68.7,0,245.3
7/13/2018 06:15,17.69,67.01,0.213,304.6
7/13/2018 06:30,18.24,64.81,0.45,242.5
7/13/2018 06:45,18.26,64.95,1.1,295.6
7/13/2018 07:00,18.63,63.77,0.838,278.8
7/13/2018 07:15,18.96,62.43,0.788,306
7/13/2018 07:30,19.18,61.56,1.863,281.3
7/13/2018 07:45,19.24,61.8,2.063,284
7/13/2018 08:00,19.5,61.26,0.838,347.3
7/13/2018 08:15,19.74,60.29,2.213,305.6
7/13/2018 08:30,20.02,60.56,2.163,245.8
7/13/2018 08:45,20.16,60.21,2.238,307
7/13/2018 09:00,20.63,59.63,2.45,292.3
7/13/2018 09:15,20.54,59.2,2.888,316.1
7/13/2018 09:30,21.06,57.87,2.488,309
7/13/2018 09:45,21.44,56.78,3.675,310.2
7/13/2018 10:00,21.78,57.39,3.113,336.9
7/13/2018 10:15,23.08,52.77,1.638,175.8
7/13/2018 10:30,22.84,54.12,2.413,331.1
7/13/2018 10:45,23.62,51.63,2.825,347.3
7/13/2018 11:00,23.98,51.12,3.15,318.6
7/13/2018 11:15,24.58,49.01,3.45,274
7/13/2018 11:30,25.65,46.87,2.6,292.6
7/13/2018 11:45,26.24,45.29,1.388,330.7
7/13/2018 12:00,26.53,44.65,2.575,0.053
7/13/2018 12:15,26.75,44.67,1.675,4.039
7/13/2018 12:30,27.53,42.47,1.663,257.5
7/13/2018 12:45,28,42.31,1.275,315.4
7/13/2018 13:00,29.19,39.45,0.813,239.2
7/13/2018 13:15,29.22,39.17,1.238,219.7
7/13/2018 13:30,29.61,39.34,2.463,319
7/13/2018 13:45,29.94,38.23,2.475,290.4
7/13/2018 14:00,30.36,37.15,1.95,325.7
7/13/2018 14:15,29.71,36.87,2.688,277.3
7/13/2018 14:30,31.2,35.35,1.813,245.8
7/13/2018 14:45,30.72,35.64,2.25,331
7/13/2018 15:00,31.1,33.92,2.7,339.4
7/13/2018 15:15,30.74,33.35,3.575,292.8
7/13/2018 15:30,31.46,31.66,2.063,234
7/13/2018 15:45,31.82,28.62,2.4,223.5
7/13/2018 16:00,32.11,27.89,2.65,286.8
7/13/2018 16:15,31.36,25.48,3.2,308
7/13/2018 16:30,32.2,26.27,3.175,280.4
7/13/2018 16:45,31.91,27.55,2.263,290
7/13/2018 17:00,31.98,26.96,3.15,320.9
7/13/2018 17:15,31.79,23.81,3.213,290.4
7/13/2018 17:30,31.5,24.3,3.875,313.8
7/13/2018 17:45,31.22,25.89,3.462,331.5
7/13/2018 18:00,31.24,24.98,3.813,311.2
7/13/2018 18:15,31.12,24.6,3.275,302.7
7/13/2018 18:30,31.22,23.04,3.988,314.4
7/13/2018 18:45,31.24,22.83,2.375,262.4
7/13/2018 19:00,31.28,23.05,2.813,331.5
7/13/2018 19:15,30.48,24.4,2.975,296.4
7/13/2018 19:30,29.4,29.12,2.75,290.4
7/13/2018 19:45,28.91,31.63,2.85,299.5
7/13/2018 20:00,28.41,34.58,1.5,330.7
7/13/2018 20:15,27.48,38.21,2.575,309
7/13/2018 20:30,26.66,40.25,3.6,331.3
7/13/2018 20:45,25.77,41.65,3.025,290.9
7/13/2018 21:00,25.1,43.04,1.9,304.7
7/13/2018 21:15,24.32,45.07,1.825,309.6
7/13/2018 21:30,23.58,48.66,3.35,293.4
7/13/2018 21:45,23.04,51.28,2.712,312.6
7/13/2018 22:00,22.42,53.46,2.275,295.6
7/13/2018 22:15,21.78,55.56,2.025,301.3
7/13/2018 22:30,21.24,57.35,3.063,322.3
7/13/2018 22:45,20.86,58.33,2.913,312.5
7/13/2018 23:00,20.45,58.4,4.287,309.5
7/13/2018 23:15,20.1,58.81,4.05,296.4
7/13/2018 23:30,19.76,59.22,2.7,308.2
7/13/2018 23:45,19.38,59.96,2.888,292.6
7/14/2018 00:00,19.12,60.66,2.288,314.5
7/14/2018 00:15,18.74,62.06,2.738,311.6
7/14/2018 00:30,18.5,62.26,1.725,303
7/14/2018 00:45,18.4,63.54,0.85,285.2
7/14/2018 01:00,18.12,64.93,1.413,308.5
7/14/2018 01:15,17.74,66.25,1.188,291.2
7/14/2018 01:30,17.4,68.66,0.763,313.2
7/14/2018 01:45,17.22,69.92,0.35,313.9
7/14/2018 02:00,16.86,71.22,0.963,309.4
7/14/2018 02:15,16.86,70.82,1.013,336.9
7/14/2018 02:30,16.68,72.12,1.363,348.2
7/14/2018 02:45,16.53,72.89,0.888,269.1
7/14/2018 03:00,16.24,73.97,0,286.8
7/14/2018 03:15,15.99,74.02,0.438,307.9
7/14/2018 03:30,15.64,76.08,1.338,298.1
7/14/2018 03:45,15.66,76.61,1.038,319.1
7/14/2018 04:00,15.38,77.64,1.6,302
7/14/2018 04:15,15.46,77.17,1.2,295
7/14/2018 04:30,15.28,78.02,1.188,306.5
7/14/2018 04:45,15.15,78.92,0.9,328
7/14/2018 05:00,15.12,77.26,1.3,304.9
7/14/2018 05:15,14.88,78.5,1.475,311.5
7/14/2018 05:30,14.7,78.92,1.388,332.1
7/14/2018 05:45,14.68,80.1,1.787,311.6
7/14/2018 06:00,14.58,81.6,1,304.1
7/14/2018 06:15,15.03,79.7,0.763,294.3
7/14/2018 06:30,15.17,79.44,1.888,318.3
7/14/2018 06:45,15.25,79.33,1.65,319.1
7/14/2018 07:00,15.6,77.65,2.337,314.7
7/14/2018 07:15,15.69,76.52,2.975,331.2
7/14/2018 07:30,16.02,75.12,3.225,314.1
7/14/2018 07:45,16.63,73.27,2.075,299.2
7/14/2018 08:00,16.48,72.56,4.138,293.3
7/14/2018 08:15,16.53,73.13,3.188,286.6
7/14/2018 08:30,16.88,72.17,3.562,278.5
7/14/2018 08:45,17.3,69.7,3.313,306
7/14/2018 09:00,18.02,67.73,1.575,304
7/14/2018 09:15,18.56,65.05,2.625,341.1
7/14/2018 09:30,19,65.85,1.875,266.2
7/14/2018 09:45,19.14,64.22,0.912,301.6
7/14/2018 10:00,20,61.67,1.963,259.7
7/14/2018 10:15,20.12,60.26,2.413,302.8
7/14/2018 10:30,20.92,57.32,2.125,348.3
7/14/2018 10:45,21.92,55.07,1.35,286.2
7/14/2018 11:00,21.96,52.96,2.138,314.2
7/14/2018 11:15,22.28,49.3,3.613,314.1
7/14/2018 11:30,22.86,45.19,1.638,236.6
7/14/2018 11:45,23.94,44.17,2.125,293.4
7/14/2018 12:00,24.38,43.53,2.063,282
7/14/2018 12:15,24.88,42.43,1.125,344.5
7/14/2018 12:30,25.52,40.66,2.138,290.7
7/14/2018 12:45,26.01,41.9,2.275,310.9
7/14/2018 13:00,25.88,42.79,2.875,318.5
7/14/2018 13:15,26.82,41.51,2.988,310.7
7/14/2018 13:30,27.24,40.3,1.05,239.1
7/14/2018 13:45,27.91,37.93,1.525,325.6
7/14/2018 14:00,28.69,35.65,1.288,216.7
7/14/2018 14:15,29.4,33.53,1.275,165.4
7/14/2018 14:30,28.99,34.25,1.6,312
7/14/2018 14:45,29.74,33.16,1.3,269.3
7/14/2018 15:00,30.36,32.52,2.638,318.5
7/14/2018 15:15,30.38,31.68,2.288,318.2
7/14/2018 15:30,30.56,31.74,2.213,349.8
7/14/2018 15:45,31.18,30.52,2.55,314.8
7/14/2018 16:00,31.6,29.71,0.963,173.4
7/14/2018 16:15,31.67,27.57,1.8,288.2
7/14/2018 16:30,32.18,26.38,1.7,190.3
7/14/2018 16:45,32.38,25.25,2.513,268.6
7/14/2018 17:00,32.69,24.74,1.825,327.4
7/14/2018 17:15,32.97,24.44,1.95,314.4
7/14/2018 17:30,31.96,25.68,2.238,281.3
7/14/2018 17:45,31.74,26.7,1.963,309.3
7/14/2018 18:00,31.66,24.92,1.613,307.8
7/14/2018 18:15,32.53,25.7,1.65,289.6
7/14/2018 18:30,32.43,27.78,1.75,293.4
7/14/2018 18:45,32.35,28.53,2.188,314.9
7/14/2018 19:00,32.26,29.73,2.138,267.5
7/14/2018 19:15,31.88,31.34,2.175,328.2
7/14/2018 19:30,31.52,32.49,1.325,305.1
7/14/2018 19:45,31.3,33.46,1.738,285.8
7/14/2018 20:00,30.74,35.42,1.613,304.4
7/14/2018 20:15,30.07,37.27,1.888,292.9
7/14/2018 20:30,28.87,39.66,1.838,265.2
7/14/2018 20:45,28.3,41.53,1.613,277.2
7/14/2018 21:00,27.87,42.93,1.713,255.7
7/14/2018 21:15,27.33,44.49,2.025,284.3
7/14/2018 21:30,26.95,45.05,1.688,268.5
7/14/2018 21:45,26.68,46.85,0.8,301.4
7/14/2018 22:00,26.17,47.91,1.238,263.1
7/14/2018 22:15,25.83,49.03,0.987,268.1
7/14/2018 22:30,25.52,49.59,0.938,268.6
7/14/2018 22:45,25.18,50.58,1.35,277.7
7/14/2018 23:00,24.76,51.98,1.275,271.3
7/14/2018 23:15,24.53,52.7,1.413,280.7
7/14/2018 23:30,24.16,53.56,1.325,282.3
7/14/2018 23:45,23.84,54.7,1.05,307.7
7/15/2018 00:00,23.56,55,1.263,251.7
7/15/2018 00:15,23.4,54.74,1.188,291
7/15/2018 00:30,23.24,55.28,0.625,292.2
7/15/2018 00:45,23.02,55.14,0.638,300.8
7/15/2018 01:00,22.86,55.22,0,295.9
7/15/2018 01:15,22.6,56.21,0,276.5
7/15/2018 01:30,22.42,56.56,1,296.2
7/15/2018 01:45,22.2,57.43,0,282.9
7/15/2018 02:00,21.78,58.94,0.388,294.7
7/15/2018 02:15,21.54,59.71,0,293.5
7/15/2018 02:30,20.98,62.92,0,290.7
7/15/2018 02:45,20.56,65.38,0,216.5
7/15/2018 03:00,20.4,66.38,0,283.8
7/15/2018 03:15,20.04,68.09,0,277.1
7/15/2018 03:30,19.62,70.88,0,267.9
7/15/2018 03:45,19.56,71.47,0,269.7
7/15/2018 04:00,19.46,73.47,0,264.8
7/15/2018 04:15,19.06,75.17,0,293.8
7/15/2018 04:30,18.52,77.88,0,261.5
7/15/2018 04:45,18.3,77.94,0,242.6
7/15/2018 05:00,18.34,77.63,0,291.6
7/15/2018 05:15,18.42,77.5,0,255.1
7/15/2018 05:30,18.06,77.95,0,276.7
7/15/2018 05:45,18.07,78.49,0,274.9
7/15/2018 06:00,17.86,79.27,0.263,277.5
7/15/2018 06:15,18.48,75.91,0.313,234
7/15/2018 06:30,18.9,73.28,0.3,248.9
7/15/2018 06:45,19.56,70.05,0.375,268.7
7/15/2018 07:00,19.74,70.15,1.375,307.6
7/15/2018 07:15,20.14,68.26,0.788,276.7
7/15/2018 07:30,20.62,65.62,1.338,313.1
7/15/2018 07:45,21.12,63.8,1.025,266.6
7/15/2018 08:00,21.36,62.79,1.438,288.2
7/15/2018 08:15,21.9,57.14,1.375,307.4
7/15/2018 08:30,22.4,55.27,1.075,281.7
7/15/2018 08:45,22.5,51.95,2.113,271.5
7/15/2018 09:00,23,50.7,2.363,292.8
7/15/2018 09:15,23.42,50.1,2.35,285.7
7/15/2018 09:30,23.78,49.42,2.05,296
7/15/2018 09:45,24.7,45.18,1.875,276.5
7/15/2018 10:00,24.74,47.6,2.413,279.4
7/15/2018 10:15,25.94,43.21,1.813,12.5
7/15/2018 10:30,25.86,45.06,1.538,333.5
7/15/2018 10:45,26.32,44.42,1.55,273.2
7/15/2018 11:00,26.71,44.01,2,287.3
7/15/2018 11:15,27.5,42.57,0.688,289.1
7/15/2018 11:30,28.39,41.07,1.263,286.8
7/15/2018 11:45,29.24,39.71,1.838,218.3
7/15/2018 12:00,29.71,38.17,0.775,125.8
7/15/2018 12:15,30.26,37.48,0.625,279.1
7/15/2018 12:30,30.64,36.91,1.013,240.2
7/15/2018 12:45,31.54,34.88,1.275,258.6
7/15/2018 13:00,32.22,32.85,0.537,288.1
7/15/2018 13:15,32.89,32.45,1.738,289.4
7/15/2018 13:30,32.65,31.86,0.963,315.2
7/15/2018 13:45,32.99,30.91,1.075,318.1
7/15/2018 14:00,33.85,27.67,1.563,257.4
7/15/2018 14:15,34.43,24.58,2.75,318
7/15/2018 14:30,34.66,24.29,1.375,335.1
7/15/2018 14:45,35.42,22.56,1.988,293.9
7/15/2018 15:00,35,22.06,3.225,331.5
7/15/2018 15:15,35.54,19.23,2.363,315.5
7/15/2018 15:30,36.32,20.4,2.2,300.2
7/15/2018 15:45,35.71,18.5,2.413,292.4
7/15/2018 16:00,35.82,18.81,1.9,266.5
7/15/2018 16:15,36.08,16.87,1.625,305.3
7/15/2018 16:30,36.02,18.27,1.425,308.2
7/15/2018 16:45,36.02,19.08,1.825,308.2
7/15/2018 17:00,36.39,20.82,0.813,270.8
7/15/2018 17:15,37.05,17.45,0.987,351.6
7/15/2018 17:30,36.89,20.01,1.688,309.4
7/15/2018 17:45,36.16,20.85,1.6,283.5
7/15/2018 18:00,36.03,22.46,2.313,314.9
7/15/2018 18:15,35.96,22.6,1.85,301.3
7/15/2018 18:30,35.54,23.12,1.638,313.2
7/15/2018 18:45,35.84,21.53,2.025,319.1
7/15/2018 19:00,35.76,21.94,1.588,327.7
7/15/2018 19:15,34.95,23.14,2.575,303.3
7/15/2018 19:30,33.79,29.32,1.263,277.9
7/15/2018 19:45,33.39,31.7,2.813,306.7
7/15/2018 20:00,32.61,32.2,3.55,317.2
7/15/2018 20:15,31.96,32.86,3.05,331.9
7/15/2018 20:30,31.26,34.5,3.125,297.5
7/15/2018 20:45,30.42,36.53,1.65,295.5
7/15/2018 21:00,29.64,38.12,1.738,254.4
7/15/2018 21:15,29.13,37.53,1.988,299.8
7/15/2018 21:30,28.51,38.85,2.263,292.7
7/15/2018 21:45,27.87,39.45,1.663,259
7/15/2018 22:00,27.31,40.39,1.9,322.4
7/15/2018 22:15,26.91,41.43,1.663,289.5
7/15/2018 22:30,26.45,42.19,1.425,249.5
