"","storm_id","pollutant","roof","p_mg_m2"
"447",13,"al","con",0.0933070549674651
"448",13,"al","eco",0.262349204393642
"449",13,"as","con",0
"450",13,"as","eco",0.00527445277026056
"451",13,"b","con",0.010918692283053
"452",13,"b","eco",0.0284754170216902
"453",13,"ba","con",0.105899031587599
"454",13,"ba","eco",0.103061055378609
"455",13,"cd","con",0
"456",13,"cd","eco",0
"457",13,"co","con",0
"458",13,"co","eco",0.000210863563969434
"459",13,"cr","con",5.34047057512834e-05
"460",13,"cr","eco",0.00112120871787621
"461",13,"cu","con",0
"462",13,"cu","eco",0
"463",13,"fe","con",0.0149553209632937
"464",13,"fe","eco",0.248793925596158
"465",13,"mg","con",1.35751085023676
"466",13,"mg","eco",5.5771051065525
"467",13,"mn","con",0
"468",13,"mn","eco",0
"469",13,"mo","con",0.00044000460374907
"470",13,"mo","eco",0.00143247959794983
"471",13,"na","con",22.3513425034004
"472",13,"na","eco",18.2566275761442
"473",13,"ni","con",0
"474",13,"ni","eco",0
"475",13,"no3","con",0
"476",13,"no3","eco",0
"477",13,"pb","con",0
"478",13,"pb","eco",0
"479",13,"po4","con",0.10590962045651
"480",13,"po4","eco",0.777652954529342
"481",13,"sr","con",0.0355393916001944
"482",13,"sr","eco",0.341421477556082
"483",13,"ti","con",0
"484",13,"ti","eco",0.0158858818629813
"485",13,"v","con",0
"486",13,"v","eco",0.0202576275363737
"487",13,"zn","con",0
"488",13,"zn","eco",0
"489",14,"al","con",0
"490",14,"as","con",0
"491",14,"b","con",0
"492",14,"ba","con",0.148195388083851
"493",14,"cd","con",0
"494",14,"co","con",0
"495",14,"cr","con",0
"496",14,"cu","con",0
"497",14,"fe","con",0.0105473056612668
"498",14,"mg","con",0.247153729721333
"499",14,"mn","con",0
"500",14,"mo","con",0.000232096740650134
"501",14,"na","con",1.28131850600871
"502",14,"ni","con",0
"503",14,"no3","con",0
"504",14,"pb","con",0
"505",14,"po4","con",0.141311282488885
"506",14,"sr","con",0.0164066962509523
"507",14,"ti","con",0
"508",14,"v","con",0
"509",14,"zn","con",0
"510",15,"al","con",0
"511",15,"as","con",0
"512",15,"b","con",0
"513",15,"ba","con",0.110141296574818
"514",15,"cd","con",0
"515",15,"co","con",0
"516",15,"cr","con",0
"517",15,"cu","con",0
"518",15,"fe","con",0
"519",15,"mg","con",1.36928515010747
"520",15,"mn","con",0.0040510284298196
"521",15,"mo","con",0
"522",15,"na","con",9.8289739621625
"523",15,"ni","con",0
"524",15,"no3","con",0
"525",15,"pb","con",0
"526",15,"po4","con",0
"527",15,"sr","con",0.028033812484446
"528",15,"ti","con",0
"529",15,"v","con",0
"530",15,"zn","con",0
"531",16,"al","eco",0.1529061102689
"532",16,"as","eco",0.00374697184169108
"533",16,"b","eco",0.0265804642846828
"534",16,"ba","eco",0.125164946338953
"535",16,"cd","eco",0
"536",16,"co","eco",0
"537",16,"cr","eco",0
"538",16,"cu","eco",0
"539",16,"fe","eco",0.117217434906382
"540",16,"mg","eco",5.53058321281885
"541",16,"mn","eco",0
"542",16,"mo","eco",0.00108433425527575
"543",16,"na","eco",11.9119877516464
"544",16,"ni","eco",0
"545",16,"pb","eco",0
"546",16,"sr","eco",0.329888733407369
"547",16,"ti","eco",0.00419956865186718
"548",16,"v","eco",0.0157106594672671
"549",16,"zn","eco",0
"550",17,"al","eco",0
"551",17,"as","eco",0.00148957327889015
"552",17,"b","eco",0.00665702952024687
"553",17,"ba","eco",0.0382578442789628
"554",17,"cd","eco",0
"555",17,"co","eco",0
"556",17,"cr","eco",0
"557",17,"cu","eco",0
"558",17,"fe","eco",0.0597386445843498
"559",17,"mg","eco",3.11825558137845
"560",17,"mn","eco",0
"561",17,"mo","eco",0.000369049628478336
"562",17,"na","eco",5.88311963612108
"563",17,"ni","eco",0
"564",17,"no3","eco",0.0285707771556853
"565",17,"pb","eco",0
"566",17,"po4","eco",0.22624515754
"567",17,"sr","eco",0.198099723613254
"568",17,"ti","eco",0
"569",17,"v","eco",0.00873775503378396
"570",17,"zn","eco",0
"571",19,"al","con",0
"572",19,"al","eco",0
"573",19,"as","con",0
"574",19,"as","eco",0.0056200542957754
"575",19,"b","con",0
"576",19,"b","eco",0.0166712787183849
"577",19,"ba","con",0.0937064995113669
"578",19,"ba","eco",0.143242321019711
"579",19,"cd","con",0
"580",19,"cd","eco",0
"581",19,"co","con",0
"582",19,"co","eco",0
"583",19,"cr","con",0
"584",19,"cr","eco",0
"585",19,"cu","con",0
"586",19,"cu","eco",0
"587",19,"fe","con",0
"588",19,"fe","eco",0.211250913200379
"589",19,"mg","con",0.19944631022957
"590",19,"mg","eco",8.20580800138348
"591",19,"mn","con",0
"592",19,"mn","eco",0
"593",19,"mo","con",0
"594",19,"mo","eco",0.00203088641951917
"595",19,"na","con",0.446996590333078
"596",19,"na","eco",16.1218282753991
"597",19,"ni","con",0
"598",19,"ni","eco",0
"599",19,"no3","con",0
"600",19,"no3","eco",0
"601",19,"pb","con",0
"602",19,"pb","eco",0
"603",19,"po4","con",0
"604",19,"po4","eco",0.767540117383634
"605",19,"sr","con",0
"606",19,"sr","eco",0.624519693201125
"607",19,"ti","con",0
"608",19,"ti","eco",0
"609",19,"v","con",0
"610",19,"v","eco",0.0254243385156057
"611",19,"zn","con",0
"612",19,"zn","eco",0
"613",20,"al","con",0.0142191994855255
"614",20,"as","con",0.000170565379615946
"615",20,"b","con",0.00268776106335331
"616",20,"ba","con",0.0391774784037144
"617",20,"cd","con",0
"618",20,"co","con",0
"619",20,"cr","con",0
"620",20,"cu","con",0
"621",20,"fe","con",0
"622",20,"mg","con",0.120683061491224
"623",20,"mn","con",0
"624",20,"mo","con",0.000165209402899579
"625",20,"na","con",0.519393679832616
"626",20,"ni","con",0
"627",20,"pb","con",0
"628",20,"sr","con",0.00263997398528551
"629",20,"ti","con",0
"630",20,"v","con",2.11868417217139e-05
"631",20,"zn","con",0.0240032981484456
"632",21,"al","eco",0.0274552437919127
"633",21,"as","eco",0.00341533539687233
"634",21,"b","eco",0.0217746876551986
"635",21,"ba","eco",0.0444697885658458
"636",21,"cd","eco",0
"637",21,"co","eco",0
"638",21,"cr","eco",0
"639",21,"cu","eco",0
"640",21,"fe","eco",0.0840812387033034
"641",21,"mg","eco",3.12650045756816
"642",21,"mn","eco",0
"643",21,"mo","eco",0.000556982633669069
"644",21,"na","eco",6.35377109642782
"645",21,"ni","eco",0
"646",21,"pb","eco",0
"647",21,"sr","eco",0.178244166913695
"648",21,"ti","eco",0
"649",21,"v","eco",0.0103836153628853
"650",21,"zn","eco",0
"651",22,"al","con",0
"652",22,"as","con",5.79933979280358e-05
"653",22,"b","con",0
"654",22,"ba","con",0.0618804225373804
"655",22,"cd","con",0
"656",22,"co","con",0
"657",22,"cr","con",0
"658",22,"cu","con",0
"659",22,"fe","con",0.00261876149654908
"660",22,"mg","con",0.178614011027225
"661",22,"mn","con",0
"662",22,"mo","con",2.63027823566356e-05
"663",22,"na","con",0.345032047774296
"664",22,"ni","con",0
"665",22,"pb","con",0
"666",22,"sr","con",0.0150780536691995
"667",22,"ti","con",0
"668",22,"v","con",0.000232213364055173
"669",22,"zn","con",0
"670",23,"al","con",0
"671",23,"al","eco",0.452824996184923
"672",23,"as","con",0.000768194779153808
"673",23,"as","eco",0.00868543212478354
"674",23,"b","con",0.00598629696086791
"675",23,"b","eco",0.0741755020478505
"676",23,"ba","con",0.0850025650296833
"677",23,"ba","eco",0.160769834433333
"678",23,"cd","con",0
"679",23,"cd","eco",0
"680",23,"co","con",0
"681",23,"co","eco",0
"682",23,"cr","con",0
"683",23,"cr","eco",0
"684",23,"cu","con",0
"685",23,"cu","eco",0
"686",23,"fe","con",0
"687",23,"fe","eco",0.261895628593754
"688",23,"mg","con",0.242835494640366
"689",23,"mg","eco",10.9417027237538
"690",23,"mn","con",0.00185849769378307
"691",23,"mn","eco",0
"692",23,"mo","con",0
"693",23,"mo","eco",0.00211801775642022
"694",23,"na","con",1.20135905527333
"695",23,"na","eco",20.2571391521892
"696",23,"ni","con",0
"697",23,"ni","eco",0
"698",23,"pb","con",0
"699",23,"pb","eco",0
"700",23,"sr","con",0.0325477778209585
