"","storm_id","pollutant","roof","p_mg_m2"
"854",23,"NO3","con",0.229
"855",23,"NO3","eco",0.313
"856",23,"Na","con",6.76
"857",23,"Na","eco",8.77
"858",23,"Ni","con",0.00503
"859",23,"Ni","eco",0.00343
"860",23,"P","con",0.209
"861",23,"P","eco",2.18
"862",23,"PO4","con",0.247
"863",23,"PO4","eco",1.71
"864",23,"Pb","con",0.000475
"865",23,"Pb","eco",0.00111
"866",23,"Se","con",0
"867",23,"Se","eco",0
"868",23,"Sr","con",0.027
"869",23,"Sr","eco",0.229
"870",23,"Ti","con",0
"871",23,"Ti","eco",0.00036
"872",23,"V","con",0.000501
"873",23,"V","eco",0.0112
"874",23,"Zn","con",0.619
"875",23,"Zn","eco",0.166
"876",24,"Al","con",0
"877",24,"Al","eco",0.297
"878",24,"As","con",0.00317
"879",24,"As","eco",0.00419
"880",24,"B","con",0.0111
"881",24,"B","eco",0.00969
"882",24,"Ba","con",0.136
"883",24,"Ba","eco",0.104
"884",24,"Ca","con",18.6
"885",24,"Ca","eco",122
"886",24,"Cd","con",0.000102
"887",24,"Cd","eco",0
"888",24,"Co","con",0.000697
"889",24,"Co","eco",0.00295
"890",24,"Cr","con",0.00203
"891",24,"Cr","eco",0.00085
"892",24,"Cu","con",0.01
"893",24,"Cu","eco",0.0301
"894",24,"Fe","con",0.0556
"895",24,"Fe","eco",0.17
"896",24,"K","con",1.33
"897",24,"K","eco",7.98
"898",24,"Mg","con",0.713
"899",24,"Mg","eco",5.87
"900",24,"Mn","con",0.00261
"901",24,"Mn","eco",0
"902",24,"Mo","con",0.00124
"903",24,"Mo","eco",0.00117
"904",24,"NH3","con",34.5
"905",24,"NH3","eco",3.7
"906",24,"NO3","con",0.266
"907",24,"NO3","eco",0
"908",24,"Na","con",4.38
"909",24,"Na","eco",11
"910",24,"Ni","con",0.00967
"911",24,"Ni","eco",0.0037
"912",24,"P","con",0.174
"913",24,"P","eco",0.672
"914",24,"PO4","con",0.0436
"915",24,"PO4","eco",0.661
"916",24,"Pb","con",0.000849
"917",24,"Pb","eco",0.000553
"918",24,"Se","con",0.00675
"919",24,"Se","eco",0
"920",24,"Sr","con",0.0155
"921",24,"Sr","eco",0.419
"922",24,"Ti","con",6.35e-05
"923",24,"Ti","eco",0.00213
"924",24,"V","con",0.00104
"925",24,"V","eco",0.0222
"926",24,"Zn","con",0.779
"927",24,"Zn","eco",0.125
"928",25,"Al","eco",0.169
"929",25,"As","eco",0.00245
"930",25,"B","eco",0.021
"931",25,"Ba","eco",0.0426
"932",25,"Ca","eco",50.4
"933",25,"Cd","eco",4.5e-05
"934",25,"Co","eco",0.000483
"935",25,"Cr","eco",0.00108
"936",25,"Cu","eco",0.0231
"937",25,"Fe","eco",0.0928
"938",25,"K","eco",3.66
"939",25,"Mg","eco",2.4
"940",25,"Mn","eco",0.00219
"941",25,"Mo","eco",0.000833
"942",25,"Na","eco",5.83
"943",25,"Ni","eco",0.00539
"944",25,"P","eco",0.405
"945",25,"Pb","eco",0.000155
"946",25,"Se","eco",0
"947",25,"Sr","eco",0.161
"948",25,"Ti","eco",0.0041
"949",25,"V","eco",0.0142
"950",25,"Zn","eco",0.0682
"951",28,"Al","con",0.0741
"952",28,"Al","eco",0.651
"953",28,"As","con",0.000271
"954",28,"As","eco",0.00531
"955",28,"B","con",0.00959
"956",28,"B","eco",0.0426
"957",28,"Ba","con",0.0405
"958",28,"Ba","eco",0.0444
"959",28,"Ca","con",4.79
"960",28,"Ca","eco",68.5
"961",28,"Cd","con",0
"962",28,"Cd","eco",0.00018
"963",28,"Co","con",0.000968
"964",28,"Co","eco",0.00239
"965",28,"Cr","con",0.00413
"966",28,"Cr","eco",0.00477
"967",28,"Cu","con",0.00623
"968",28,"Cu","eco",0.0546
"969",28,"Fe","con",0.0324
"970",28,"Fe","eco",0.254
"971",28,"K","con",4.72
"972",28,"K","eco",5.32
"973",28,"Mg","con",0.305
"974",28,"Mg","eco",2.47
"975",28,"Mn","con",0.00603
"976",28,"Mn","eco",0.00334
"977",28,"Mo","con",0.000334
"978",28,"Mo","eco",0.00108
"979",28,"NH3","con",5.03
"980",28,"NH3","eco",3.09
"981",28,"NO3","con",0
"982",28,"NO3","eco",0.455
"983",28,"Na","con",1.34
"984",28,"Na","eco",7.84
"985",28,"Ni","con",0.00502
"986",28,"Ni","eco",0.00764
"987",28,"P","con",0.105
"988",28,"P","eco",0.313
"989",28,"PO4","con",0.138
"990",28,"PO4","eco",0.375
"991",28,"Pb","con",0.000445
"992",28,"Pb","eco",0.000806
"993",28,"Se","con",0.0234
"994",28,"Se","eco",0
"995",28,"Sr","con",0.0114
"996",28,"Sr","eco",0.204
"997",28,"Ti","con",0.000512
"998",28,"Ti","eco",0.0195
"999",28,"V","con",0.000764
"1000",28,"V","eco",0.0137
"1001",28,"Zn","con",0.266
"1002",28,"Zn","eco",0.187
"1003",29,"Al","con",0.416
"1004",29,"Al","eco",0.933
"1005",29,"As","con",0.00153
"1006",29,"As","eco",0.0127
"1007",29,"B","con",0.0391
"1008",29,"B","eco",0.122
"1009",29,"Ba","con",0.0714
"1010",29,"Ba","eco",0.265
"1011",29,"Ca","con",17
"1012",29,"Ca","eco",305
"1013",29,"Cd","con",0.000142
"1014",29,"Cd","eco",0.000449
"1015",29,"Co","con",0.000175
"1016",29,"Co","eco",0.00426
"1017",29,"Cr","con",0.00956
"1018",29,"Cr","eco",0.0138
"1019",29,"Cu","con",0.0107
"1020",29,"Cu","eco",0.132
"1021",29,"Fe","con",0.0843
"1022",29,"Fe","eco",0.642
"1023",29,"K","con",12.2
"1024",29,"K","eco",20.5
"1025",29,"Mg","con",0.523
"1026",29,"Mg","eco",12
"1027",29,"Mn","con",0.0202
"1028",29,"Mn","eco",0.0263
"1029",29,"Mo","con",0.000312
"1030",29,"Mo","eco",0.00177
"1031",29,"NH3","con",12
"1032",29,"NH3","eco",5.24
"1033",29,"NO3","con",0
"1034",29,"NO3","eco",0
"1035",29,"Na","con",3.96
"1036",29,"Na","eco",23.4
"1037",29,"Ni","con",0.0214
"1038",29,"Ni","eco",0.0139
"1039",29,"P","con",1.6
"1040",29,"P","eco",1.68
"1041",29,"PO4","con",0.319
"1042",29,"PO4","eco",20.9
"1043",29,"Pb","con",0.0013
"1044",29,"Pb","eco",0.00145
"1045",29,"Se","con",0
"1046",29,"Se","eco",0.0746
"1047",29,"Sr","con",0.0491
"1048",29,"Sr","eco",0.84
"1049",29,"Ti","con",0.0013
"1050",29,"Ti","eco",0.0744
"1051",29,"V","con",0.000757
"1052",29,"V","eco",0.0443
"1053",29,"Zn","con",0.571
"1054",29,"Zn","eco",0.363
"1055",30,"Al","con",0.201
"1056",30,"Al","eco",0.605
"1057",30,"As","con",0.00147
"1058",30,"As","eco",0.0042
"1059",30,"B","con",0.0344
"1060",30,"B","eco",0.0534
"1061",30,"Ba","con",0.25
"1062",30,"Ba","eco",0.103
"1063",30,"Ca","con",41.4
"1064",30,"Ca","eco",131
"1065",30,"Cd","con",0.000347
"1066",30,"Cd","eco",6.8e-05
"1067",30,"Co","con",0.00278
"1068",30,"Co","eco",0.00193
"1069",30,"Cr","con",0.0116
"1070",30,"Cr","eco",0.00781
"1071",30,"Cu","con",0.036
"1072",30,"Cu","eco",0.0646
"1073",30,"Fe","con",0.136
"1074",30,"Fe","eco",0.311
"1075",30,"K","con",10.1
"1076",30,"K","eco",8.98
"1077",30,"Mg","con",1.55
"1078",30,"Mg","eco",5.19
"1079",30,"Mn","con",0.0331
"1080",30,"Mn","eco",0.0089
"1081",30,"Mo","con",0.00234
"1082",30,"Mo","eco",0.00105
"1083",30,"NH3","con",10.9
"1084",30,"NH3","eco",2.67
"1085",30,"NO3","con",7.38
"1086",30,"NO3","eco",0
"1087",30,"Na","con",4.99
"1088",30,"Na","eco",11.6
"1089",30,"Ni","con",0.0124
"1090",30,"Ni","eco",0.00818
"1091",30,"P","con",0.989
"1092",30,"P","eco",1
"1093",30,"PO4","con",0.449
"1094",30,"PO4","eco",0.471
"1095",30,"Pb","con",0.00698
"1096",30,"Pb","eco",0.00302
"1097",30,"Se","con",0
"1098",30,"Se","eco",0
"1099",30,"Sr","con",0.0554
"1100",30,"Sr","eco",0.372
"1101",30,"Ti","con",0.0224
"1102",30,"Ti","eco",0.0331
"1103",30,"V","con",0.00345
"1104",30,"V","eco",0.0229
"1105",30,"Zn","con",1.7
"1106",30,"Zn","eco",0.172
"1107",31,"Al","con",0.505
"1108",31,"As","con",0.00603
"1109",31,"B","con",0.0901
"1110",31,"Ba","con",1.13
"1111",31,"Ca","con",146
"1112",31,"Cd","con",0.0021
"1113",31,"Co","con",0.0138
"1114",31,"Cr","con",0.011
"1115",31,"Cu","con",0.253
"1116",31,"Fe","con",1.75
"1117",31,"K","con",23
"1118",31,"Mg","con",8.98
"1119",31,"Mn","con",1.29
"1120",31,"Mo","con",0.0101
"1121",31,"NH3","con",11.4
"1122",31,"NO3","con",5.24
"1123",31,"Na","con",23.3
"1124",31,"Ni","con",0.0482
"1125",31,"P","con",1.85
"1126",31,"PO4","con",0.963
"1127",31,"Pb","con",0.00384
"1128",31,"Se","con",0.0144
"1129",31,"Sr","con",0.255
"1130",31,"Ti","con",0.0135
"1131",31,"V","con",0.00677
"1132",31,"Zn","con",3.49
"1133",32,"Al","con",0.605
"1134",32,"Al","eco",0.372
"1135",32,"As","con",0.0035
"1136",32,"As","eco",0.00307
"1137",32,"B","con",0.0726
"1138",32,"B","eco",0.0225
"1139",32,"Ba","con",0.442
"1140",32,"Ba","eco",0.0689
"1141",32,"Ca","con",59
"1142",32,"Ca","eco",42.2
"1143",32,"Cd","con",0.000919
"1144",32,"Cd","eco",0.000617
"1145",32,"Co","con",0.00404
"1146",32,"Co","eco",0.00148
"1147",32,"Cr","con",0.0141
"1148",32,"Cr","eco",0.00362
"1149",32,"Cu","con",0.0708
"1150",32,"Cu","eco",0.0514
"1151",32,"Fe","con",0.493
"1152",32,"Fe","eco",0.219
"1153",32,"K","con",14
"1154",32,"K","eco",14.4
"1155",32,"Mg","con",1.59
"1156",32,"Mg","eco",2.22
"1157",32,"Mn","con",0.23
"1158",32,"Mn","eco",0.0249
"1159",32,"Mo","con",0.00223
"1160",32,"Mo","eco",0.00147
"1161",32,"NH3","con",11.2
"1162",32,"NH3","eco",0.862
"1163",32,"NO3","con",1.54
"1164",32,"NO3","eco",3.03
"1165",32,"Na","con",3.74
"1166",32,"Na","eco",9.98
"1167",32,"Ni","con",0.0127
"1168",32,"Ni","eco",0.0115
"1169",32,"P","con",0.705
"1170",32,"P","eco",0.99
"1171",32,"PO4","con",0.479
"1172",32,"PO4","eco",0.704
"1173",32,"Pb","con",0.00169
"1174",32,"Pb","eco",0.00122
"1175",32,"Se","con",0.151
"1176",32,"Se","eco",0
"1177",32,"Sr","con",0.0454
"1178",32,"Sr","eco",0.123
"1179",32,"Ti","con",0.0296
"1180",32,"Ti","eco",0.0188
"1181",32,"V","con",0.003
"1182",32,"V","eco",0.0112
"1183",32,"Zn","con",1.86
"1184",32,"Zn","eco",0.449
"1185",33,"Al","con",0.206
"1186",33,"As","con",0.000504
"1187",33,"B","con",0.0132
"1188",33,"Ba","con",0.0782
"1189",33,"Ca","con",7.88
"1190",33,"Cd","con",0.000312
"1191",33,"Co","con",0.000853
"1192",33,"Cr","con",0.00561
"1193",33,"Cu","con",0.0041
"1194",33,"Fe","con",0.0739
"1195",33,"K","con",4.93
"1196",33,"Mg","con",0.476
"1197",33,"Mn","con",0.022
"1198",33,"Mo","con",0.000556
"1199",33,"NH3","con",4.45
"1200",33,"NO3","con",0.0277
"1201",33,"Na","con",3.48
"1202",33,"Ni","con",0.00422
"1203",33,"P","con",0.33
"1204",33,"PO4","con",0.135
"1205",33,"Pb","con",0.00057
"1206",33,"Se","con",0
"1207",33,"Sr","con",0.0158
"1208",33,"Ti","con",0.000622
"1209",33,"V","con",0.00157
"1210",33,"Zn","con",0.311
